Name,Height,Weight,BirthDate
Ita_Vaea,1.87,119000.0,1989-02-09
Ivan-John_du_Preez,1.87,94000.0,1994-06-23
Ivan_Dineen,1.85,99000.0,1987-07-05
Ivan_Pirkovic,1.79,87000.0,1989-03-02
Ivan_Vodanovich,1.83,96000.0,1930-04-08
Ivan_van_Zyl,1.78,80000.0,1995-06-30
Ivann_Espag,1.9,120000.0,1987-09-08
Ivor_Watts,1.55,66000.0,1924-12-28
Iwan_Brown,1.93,96000.0,1986-03-03
Iwi_Hauraki,1.75,89000.0,1987-07-07
Izaia_Perese,1.8,91000.0,1997-05-17
Izak_van_der_Westhuizen,1.96,111000.0,1986-01-23
Vaea_Anitoni,1.524,77112.0,1970-09-20
Vaea_Fifita,1.96,107000.0,1992-06-17
Vahafolau_Esikia,1.524,95256.0,1979-11-28
Vainon_Willis,1.84,93000.0,1988-10-11
Val_Rapava-Ruskin,1.91,124000.0,['1990-10-12', '1992-10-12']
Valentin_Calafeteanu,1.524,76203.51816,1985-01-25
Valentin_Courrent,1.75,85000.0,1982-08-16
Valentin_Popârlan,1.96,117000.0,1987-06-12
Valentin_Ursache,1.9304,112492.8,1985-08-12
Valerio_Bernabò,1.98,112000.0,1984-03-03
Van_Humphries,2.03,116000.0,1976-01-08
Vasco_Uva,1.87,98000.0,1982-12-15
Vasil_Kakovin,1.83,110000.0,1989-12-01
Vasile_Rus,1.8288,107954.98406,1983-09-12
Vasily_Artemyev,1.83,87000.0,1987-07-24
Vereniki_Goneva,1.78,102000.0,1984-04-05
Vereniki_Sauturaga,1.79,101000.0,1982-11-18
Vern_Cotter,1.93,97000.0,1962-01-27
Vernon_Cooper,2.0,118000.0,1977-06-12
Vesi_Rarawa,1.82,115000.0,1985-10-04
Viacheslav_Grachev,1.905,107956.8,1973-04-22
Vic_Mauro,1.79,102000.0,1987-03-24
Victor_Didebulidze,1.9304,117936.0,1971-11-04
Victor_Dumitru,1.524,76203.51816,1991-10-28
Victor_Matfield,2.01,110000.0,1977-05-11
Victor_Simpson,1.8,84000.0,1960-02-26
Victor_Vito_(rugby_union),1.92,112000.0,1987-03-27
Viktor_Kolelishvili,1.92,110000.0,1989-10-19
Vili_Faingaʻa,1.83,90000.0,1988-03-27
Viliame_Iongi,1.73,82000.0,1989-08-08
Viliame_Kikau,1.96,114000.0,1995-04-05
Viliame_Veikoso,1.84,101000.0,1982-04-04
Viliame_Waqaseduadua,1.82,82000.0,1983-04-23
Viliamu_Afatia,1.8,124000.0,1990-05-24
Vilimoni_Delasau,1.9,99000.0,1977-07-12
Vince_Aso,1.86,99000.0,1995-01-05
Vince_Gwavu,1.84,106000.0,1987-09-04
Vince_Jobo,1.86,104000.0,1991-02-01
Vince_Karalius,1.524,88904.10452,1932-10-15
Vincent_Bevan,1.65,72000.0,1921-12-24
Vincent_Debaty,1.9,128000.0,1981-10-02
Vincent_Dreyer,1.778,78472.8,1978-10-08
Vincent_Duport,1.82,90000.0,1987-12-15
Vincent_Koch,1.85,118000.0,1990-03-13
Vincent_Mallet,1.81,86000.0,1993-02-08
Vincent_Martin_(rugby_union),1.85,89000.0,1992-09-04
Vincent_Moscato,1.79,98000.0,1965-08-26
Vincent_Pelo,1.87,130000.0,1988-04-22
Vincent_Wulf,1.75,95000.0,1973-01-05
Vinny_Finigan,1.8,96000.0,1989-08-04
Viorel_Lucaci,1.9,103000.0,1986-08-29
Virgile_Bruni,1.98,108000.0,1989-02-06
Virgile_Lacombe,1.81,103000.0,['1984-07-04', '1984-07-07']
Virimi_Vakatawa,1.86,92000.0,1992-05-01
Vitori_Buatava,1.8,91000.0,1985-11-01
Vivian_Jenkins,1.8288,82553.81134,1911-11-02
Vladimir_Ostroushko,1.8288,96616.8,1986-09-30
Vladislav_Korshunov,1.8288,105235.2,1983-03-13
Vlado_Ursić,1.8,97000.0,1975-01-08
Volney_Rouse,1.8,90000.0,1983-12-06
Vukile_Sofisa,1.81,110000.0,1993-04-06
Vunga_Lilo,1.93,111130.13065,1983-02-28
Vuyo_Mboto,1.83,90000.0,1988-09-28
Ed_Fairhurst,1.83,93000.0,1979-05-07
Ed_Jackson_(rugby_player),1.93,110000.0,1988-12-02
Ed_Kalman,1.88,121000.0,1982-12-07
Ed_O'Donoghue,1.98,119000.0,1982-06-24
Ed_Rolston,1.89,94000.0,1990-08-12
Ed_Shervington,1.8,110000.0,['1985-03-11', '1986-03-11']
Ed_Slater,1.98,119000.0,1988-08-01
Ed_Stubbs,1.82,94000.0,1989-02-02
Ed_Williamson_(rugby_union),1.91,110000.0,1984-03-31
Edd_Thrower,1.8288,95254.3977,1982-09-01
Eddie_Aholelei,1.9,120000.0,1981-12-03
Eddie_Fredericks,1.8,95000.0,1977-12-31
Eddie_Halvey,1.93,108000.0,1970-08-11
Eddie_Paea,1.78,81000.0,1988-02-08
Eddie_Stokes,1.8,92000.0,1950-06-26
Eddie_Su'a,1.9,91000.0,1983-01-13
Eddy_Ben_Arous,1.83,117000.0,1990-08-25
Eddy_Pettybourne,1.81,101000.0,1988-02-13
Ederies_Arendse,1.84,78000.0,1987-11-25
Edgar_Babou,1.75,112000.0,1970-06-04
Edgar_Marutlulle,1.77,91000.0,1987-12-20
Edgar_Wrigley,1.75,89000.0,1886-06-15
Edmoore_Takaendesa,1.79,91000.0,1980-11-11
Eduan_van_der_Walt,1.96,110000.0,1987-03-20
Edward_Holder,1.83,83000.0,1908-07-26
Edward_Siggery,1.91,105000.0,1991-07-18
Edwin_Cocker,1.82,98000.0,1980-03-11
Edwin_Davy,1.524,63502.9318,1850-09-09
Edwin_Hewitt_(rugby_union),1.96,117000.0,['1983-03-28', '1988-03-28']
Edwin_Maka,2.02,142000.0,1993-02-25
Eifion_Lewis-Roberts,1.86,132000.0,1981-02-13
Eital_Bredenkamp,1.79,92000.0,1993-01-28
Elandré_Huggett,1.76,95000.0,1991-10-05
Elgar_Watts,1.81,87000.0,1985-09-24
Eli_Walker,1.83,89000.0,1992-03-28
Elijah_Taylor,1.82,102000.0,1990-02-27
Eliota_Fuimaono-Sapolu,1.85,102000.0,1980-10-31
Elisabeth_Ygge,1.76,70000.0,1987-02-02
Elizah_Riyong,1.84,90000.0,1988-01-10
Elliot_Dee,1.82,104000.0,1994-03-07
Elliot_Dixon,1.93,111000.0,1989-09-04
Elliot_Kear,1.91,88000.0,1988-11-29
Elliott_Hodgson,1.524,76203.51816,1990-09-02
Elliott_Stooke,2.01,125000.0,1993-09-10
Ellis_Jenkins,1.83,103000.0,1993-04-29
Elric_van_Vuuren,1.83,95000.0,1985-04-08
Elrich_Kock,1.85,105000.0,1991-05-27
Elton_Jantjies,1.76,84000.0,1990-08-01
Elton_Moncrieff,1.71,80000.0,1972-06-08
Elvis_Seveali'i,1.79,92000.0,1978-06-20
Elvis_Taione,1.8,112000.0,1983-05-25
Elvis_Vermeulen,1.87,105000.0,1979-04-05
Emil_Vartazarian,1.8034,80000.0,1976-05-25
Emosi_Koloto,1.93,103000.0,1965-01-23
Emosi_Vucago,1.7,77000.0,1983-05-10
Emyr_Phillips,1.83,102000.0,1987-02-22
Emyr_Wyn_Lewis,1.82,112000.0,1982-10-03
Enele_Taufa,1.7526,90720.0,1984-09-24
Eni_Gesinde,1.9304,95254.3977,1982-11-25
Enoch_Mnyaka,1.81,110000.0,1993-10-18
Enrico_Acker,1.74,80000.0,1990-09-23
Enrico_Bacchin,1.82,97000.0,1992-11-28
Enrico_Ceccato,1.79,108000.0,1986-07-24
Enrico_Patrizio,1.88,95000.0,1985-01-15
Enrique_Rodríguez_(rugby_union),1.78,110000.0,1952-06-20
Eoghan_Grace,1.88,100000.0,1987-10-06
Eoghan_Masterson,1.91,111000.0,1993-04-05
Eoin_Griffin,1.86,91000.0,1990-09-18
Eoin_O'Malley,1.78,90000.0,1988-07-06
Eoin_Reddan,1.76,83000.0,1980-11-20
Epalahame_Lauaki,1.84,109000.0,1984-01-27
EW_Viljoen,1.92,92000.0,1995-05-09
Eamon_O'Carroll,1.524,95254.3977,1987-06-13
Earl_Rose_(rugby_union_player),1.79,80000.0,1984-01-12
Eben_Etzebeth,2.04,117000.0,1991-10-29
Eben_Joubert,1.8,103000.0,1983-09-30
Ed_Barnes,1.8542,95254.3977,1981-01-14
Ed_Byrne_(rugby_union),1.8,112000.0,1993-09-09
Epeli_Ruivadra,1.85,90000.0,1977-06-01
Ephraim_Taukafa,1.8034,107956.8,1976-06-26
Eric_Anderson_(rugby_union),1.85,94000.0,1931-04-04
Eric_Fry,1.93,120000.0,1987-09-14
Eric_Peters_(rugby_union),1.96,105000.0,1969-01-28
Eric_Sione,1.84,126000.0,1992-10-29
Eric_Zana,1.74,70000.0,1987-03-25
Erik_Lund_(rugby_union),2.032,119750.4,1979-07-03
Erik_le_Roux,1.9,96000.0,1988-02-24
Erjon_Dollapi,1.83,97000.0,1993-03-16
Ernest_Fookes,1.524,69853.22498,1874-05-31
Ernie_Booth,1.7,74000.0,1876-02-24
Ernst_Dinkelmann,1.92,96000.0,1927-05-14
Ernst_Joubert,1.93,102000.0,1980-08-05
Ernst_Ladendorf,2.0,109000.0,1992-02-05
Eroni_Clarke,1.86,90000.0,1969-03-31
Errie_Claassens,1.8,97000.0,1982-10-27
Errol_Tobias,1.75,76660.0,1950-03-18
Esau_Mann,1.77,95000.0,1971-05-11
Esikeli_Tonga,1.87,94000.0,1988-02-05
Esteban_Lozada,1.94,110000.0,1982-01-08
Ethan_Lewis,1.8,105000.0,1994-03-28
Ethan_Waller,1.83,111000.0,1992-08-13
Ethienne_Reynecke,1.79,102000.0,1982-03-20
Etienne_Oosthuizen,1.98,120000.0,1992-12-22
Eto_Nabuli,1.97,105000.0,1988-08-24
Etu_Uaisele,1.81,94000.0,1984-12-12
Euan_Murray,1.85,118000.0,1980-08-07
Eugene_Butterworth,1.84,128000.0,1984-09-19
Eusebio_Guiñazú,1.81,114000.0,1982-01-15
Ewald_van_der_Westhuizen,1.82,114000.0,1990-04-03
Ewan_Dowes,1.88,108000.0,1981-03-04
Ezio_Galon,1.85,91000.0,1977-07-22
Ezra_Taylor_(rugby_union),1.94,108000.0,1983-04-06
Zachary_Pangelinan,1.524,83916.0,1988-06-16
Zack_Holmes,1.75,87000.0,1990-05-30
Zack_Test,0.0,88452.0,1989-10-13
Zak_Hardaker,1.91,93000.0,1991-10-17
Zandré_Jordaan,1.88,104000.0,1987-09-24
Zane_Kirchner,1.85,96000.0,1984-06-16
Zane_Tetevano,1.86,113000.0,1990-11-04
Zane_Winslade,1.8288,107954.98406,1983-04-17
Zar_Lawrence,1.92,97000.0,1982-02-09
Zeb_Taia,1.86,104000.0,1984-10-11
Zee_Mkhabela,1.67,75000.0,1994-10-15
Zhang_Zhiqiang,1.85,88000.0,1974-12-15
Ziggy_Niszczot,1.87,90000.0,1955-09-01
Zingisa_April,1.8,93000.0,1990-06-19
Zoran_Pešić_(rugby_league),1.64,83000.0,1983-07-14
Zurab_Zhvania_(rugby_union),1.79,125000.0,1991-09-23
Álvaro_Galindo,1.93,102000.0,1982-02-26
Élie_Brousse,1.87,98000.0,1921-08-28
Éloi_Pélissier,1.73,83000.0,1991-06-18
Lucky_Mulipola,1.82,94000.0,1983-05-28
Ludovic_Loustau,1.83,83000.0,1973-08-15
Ludovic_Radosavljevic,1.8,85000.0,1989-08-17
Ludovico_Nitoglia,1.79,86000.0,['1983-10-27', '1983-12-05']
Lui_Paewai,1.74,73000.0,1906-08-10
Luka_Bulatovic,1.81,75000.0,1996-07-26
Lukas_Hinds-Johnson,1.93,102000.0,1988-12-25
Lukas_Rosenthal,1.94,105000.0,1988-07-07
Luke_Abraham,1.8542,107000.0,1983-09-26
Luke_Ambler,1.91,101000.0,1989-12-18
Luke_Arscott,1.85,106000.0,1984-07-07
Luke_Baldwin,1.8034,81000.0,1990-09-15
Luke_Bateman,1.82,98000.0,1995-01-23
Luke_Braid,1.85,101000.0,1988-10-05
Luke_Burgess_(rugby_league),1.94,112000.0,1987-02-20
Luke_Burgess_(rugby_union),1.79,89000.0,1983-08-20
Luke_Burt,1.78,88000.0,1981-06-06
Luke_Burton,1.8,90000.0,1994-02-17
Luke_Capewell,1.73,81000.0,1989-02-06
Luke_Charteris,2.09,125000.0,1983-03-09
Luke_Cowan-Dickie,1.84,112000.0,1993-06-20
Luke_Davico,1.86,109000.0,1973-05-16
Luke_Dyer,1.8288,95254.3977,1981-08-15
Luke_Evans_(rugby_union),1.78,87000.0,1988-07-18
Luke_Eves,1.83,102000.0,1989-04-11
Luke_Fitzgerald,1.86,92000.0,1987-09-13
Luke_Ford_(rugby_player),1.88,102000.0,1988-03-08
Luke_Gale,1.8,85000.0,1988-06-22
Luke_George,1.8288,88904.10452,1987-10-30
Luke_Gross,2.0574,125000.0,1969-11-21
Luke_Hamilton,1.91,104000.0,1992-01-07
Luke_Holmes,1.84,106000.0,1983-11-14
Luke_Hume,1.75,82700.0,1988-01-26
Luke_Jones_(rugby_union),1.96,111000.0,1991-04-02
Luke_Katene,1.99,112000.0,1986-06-04
Luke_Kelly_(rugby_league),1.81,86000.0,1989-10-13
Luke_Marshall,1.8,102000.0,1991-03-03
Luke_May,1.778,82553.81134,1989-08-23
Luke_McAlister,1.77,93000.0,1983-08-28
Luke_McGrath,1.75,82000.0,1993-02-03
Luke_McLean,1.9,95000.0,1987-06-29
Luke_Menzies,1.85,114000.0,1988-05-29
Luke_Morahan,1.88,95000.0,1990-04-13
Luke_Myring,1.8,94000.0,1983-12-20
Luke_Narraway,1.9,106000.0,1983-09-07
Luke_O'Dea,1.8,90000.0,1990-07-18
Luke_Phillips,1.8,90000.0,1975-08-04
Luke_Romano,1.99,119000.0,1986-02-16
Luke_Smith_(rugby_union),1.75,84000.0,1971-02-09
Luke_Stuart,1.88,100000.0,1977-02-24
Luke_Tait,2.0,108000.0,1981-10-26
Luke_Thompson_(rugby_league),1.84,95254.3977,1995-04-27
Luke_Wallace,1.85,102000.0,1990-10-02
Luke_Walsh,1.73,83000.0,1987-05-12
Luke_Watson,1.84,103000.0,1983-10-26
Luke_Whitelock,1.9,104000.0,1991-01-29
Luke_Williamson,1.84,96000.0,1978-06-02
Lukhanyo_Am,1.86,93000.0,1993-11-28
Lukáš_Rapant,1.8,108000.0,1982-11-16
Lulia_Lulia,1.82,97000.0,1985-05-26
Lungelo_Payi,1.92,115000.0,1981-05-22
Luther_Burrell,1.91,109000.0,1987-12-06
Luther_Obi,1.75,90000.0,1993-04-29
Luxolo_Koza,1.89,101000.0,1994-09-18
Luzuko_Vulindlu,1.83,98000.0,1987-11-14
Luís_Pissarra_(rugby_union),1.71,73000.0,1975-10-05
Lwazi_Mvovo,1.85,91000.0,1986-03-06
Lyn_Davis,1.8,83000.0,1943-12-22
Lyndon_Hartnick,1.91,107000.0,1986-07-08
Lyndon_Mustoe,1.83,113000.0,1969-01-30
Lachie_Cameron,1.83,85000.0,1959-04-12
Lachie_Munro,1.8,92000.0,1986-11-27
Lachlan_Burr,1.88,102000.0,1992-09-27
Lachlan_Coote,1.79,85000.0,1990-04-06
Lachlan_Maranta,1.87,93000.0,1992-04-17
Lachlan_McCaffrey,1.94,108000.0,1990-03-17
Lachlan_Mitchell,1.778,88904.10452,1987-09-30
Lachlan_Turner,1.89,96000.0,1987-05-11
Lagi_Setu,1.87,105000.0,1988-02-25
Lalakai_Foketi,1.85,99000.0,1994-12-22
Laloa_Milford,1.77,83000.0,1976-09-20
Lama_Tasi,1.9,104000.0,1990-05-03
Lambert_Groenewald,1.89,113000.0,1989-02-01
Lamont_Bryan,1.8288,101604.69088,1988-04-12
Lance_Hohaia,1.75,86000.0,1983-04-01
Lance_Todd,1.7,63500.0,1874-09-20
Lancen_Joudo,1.8,89000.0,1989-01-02
Lappies_Labuschagné,1.89,107000.0,1989-01-11
Larry_Corowa,1.78,79000.0,1957-08-05
Lars_Eckert,1.73,80000.0,1983-11-24
Lasha_Khmaladze,1.82,83000.0,1988-01-20
Lasha_Malaghuradze,1.85,92000.0,1986-01-02
Latham_Tawhai,1.78,82000.0,1972-08-23
Latiume_Fosita,1.84,102000.0,1992-07-25
Latu_Makaafi,1.85,107000.0,1982-08-17
Latu_Vaeno,1.88,94000.0,1995-01-05
Laurence_Hullena,1.82,105000.0,1965-08-24
Laurence_Ovens,1.85,113000.0,1985-09-06
Laurent_Emmanuelli,1.9,110000.0,1976-09-19
Laurent_Magnaval,1.68,72000.0,1991-03-24
Laurent_Rodriguez,1.9,115000.0,1960-06-25
Laurent_Sempéré,1.8,98000.0,1985-07-09
Laurențiu_Tănase,1.8288,107954.98406,1985-06-11
Laurie_Knight,1.88,86000.0,1901-07-16
Laurie_Mains,1.8,78000.0,1946-02-16
Laurie_Weeks_(rugby),1.8,115000.0,1986-04-05
Lausii_Taliauli,1.93,102000.0,1993-06-08
Lawrence_Macrides,1.89,114305.27724,1970-07-24
Lawrie_Knight,1.91,101000.0,1949-09-24
Layle_Delo,1.86,115000.0,1989-10-28
Lee_Allan,1.9,103000.0,1991-09-13
Lee_Beach,1.91,105000.0,1982-10-06
Lee_Byrne,1.91,96000.0,1980-06-01
Lee_Crooks_(rugby_league),1.85,100700.0,1963-09-18
Lee_Dickson,1.78,85000.0,1985-03-29
Lee_Gaskell,1.8288,88904.10452,1990-10-28
Lee_Gilmour,1.89,97000.0,1978-03-12
Lee_Greenwood_(rugby_league),1.8288,88904.10452,1980-09-28
Lee_Harrison_(rugby_union),1.8796,120655.57042,1977-12-10
Lee_Hookey,1.8,95000.0,1979-04-06
Lee_Imiolek,1.88,110000.0,1990-09-21
Lee_Jarvis,1.78,92000.0,1976-09-30
Lee_Jones_(rugby_union),1.8,86000.0,1988-06-28
Lee_Mears,1.76,98000.0,1979-03-05
Lee_Mitchell,1.88,95000.0,1988-09-08
Lee_Mossop,1.88,114000.0,1989-01-17
Lee_Oudenryn,1.87,90000.0,1970-02-08
Lee_Robinson_(rugby_union),1.88,109000.0,1980-12-30
Lee_Smith_(rugby),1.524,101604.69088,1986-08-08
Lee_Stensness,1.8,90000.0,1970-12-24
Lee_Te_Maari,1.88,100000.0,1985-07-28
Lee_Thomas_(rugby_player),1.8542,88904.10452,1984-06-02
Lee_Williams_(rugby_union),1.73,80000.0,1986-10-27
Legi_Matiu,1.98,117000.0,1969-01-17
Leicester_Rutledge,1.85,92000.0,1952-04-12
Leigh_Halfpenny,1.78,85000.0,1988-12-22
Leigh_Hinton,1.82,88000.0,1979-02-21
Leighton_Eksteen,1.7,67000.0,1994-09-15
Lelauloto_Tagaloa,1.92,104000.0,1986-12-26
Lelia_Masaga,1.8,94000.0,1986-08-30
Len_Killeen,1.524,82555.2,1938-11-19
Len_Olivier,1.8,89000.0,1986-01-19
Leni_Apisai,1.8,109000.0,1996-03-08
Leo_Auva'a,1.93,127000.0,1984-08-16
Leo_Faaeteete,1.524,82553.81134,1987-05-10
Leolin_Zas,1.84,88000.0,1995-10-20
Leon_Fukofuka,1.85,94000.0,1994-09-08
Leon_Karemaker,1.91,100000.0,1985-05-18
Leon_MacDonald,1.81,96000.0,1977-12-21
Leon_Power,2.01,117000.0,1986-02-27
Leonard_Peters,1.8288,97524.0,1981-12-26
Leonardo_Sarto,1.92,93000.0,1992-01-15
Leonardo_Senatore,1.91,106000.0,1984-05-13
Leone_Nakarawa,1.98,109000.0,['1988-02-04', '1988-04-02']
Lepani_Nabuliwaqa,1.7526,84000.0,1980-06-04
Leroy_Cudjoe,1.86,101000.0,1988-04-07
Leroy_Houston,1.91,117000.0,1986-11-10
Les_Davidson,1.88,94000.0,1963-04-03
Les_George,1.79,91000.0,1908-06-05
Les_Makin,1.74,112000.0,1992-01-02
Leva_Li,1.9,101000.0,1994-11-26
Levan_Chilachava,1.88,125000.0,1991-08-17
Levan_Datunashvili,1.96,114000.0,1983-01-18
Levan_Ghvaberidze,1.86,110000.0,1984-09-21
Levani_Botia,1.82,103000.0,1989-03-14
Lewis_Evans_(rugby_player),1.93,105000.0,1987-07-09
Lewis_Jones_(rugby_player_born_1992),1.73,73000.0,1992-11-24
Lewis_Ludlow,1.89,96000.0,1994-09-11
Lewis_Niven,1.85,111000.0,1988-05-03
Lewis_Rawlins,1.98,109000.0,1990-04-13
Lewis_Reece,1.9,105000.0,1991-06-17
Lewis_Robling,1.83,97000.0,1991-10-03
Lewis_Stevenson_(rugby_union),2.0066,116575.2,1984-06-01
Lewis_Wynne,1.8796,93000.0,1996-11-27
Liam_Botham,1.8288,95254.3977,1977-08-26
Liam_Coltman,1.85,109000.0,1990-01-25
Liam_Davies,1.78,92000.0,1986-05-10
Liam_Farrell,1.8288,93000.0,1990-07-02
Liam_Finn_(rugby_league),1.81,92000.0,1983-11-02
Liam_Foran,0.0,84000.0,1988-04-25
Liam_Gill,1.84,96000.0,1992-06-08
Liam_Hood,1.76,79000.0,1992-01-06
Liam_Kent,1.85,95000.0,1991-04-09
Liam_Salter,1.83,92000.0,1993-06-14
Liam_Squire,1.96,113000.0,1991-03-20
Liam_Sutcliffe,1.83,95000.0,1994-11-25
Liam_Watts,1.8288,101604.69088,1990-07-08
Liam_Williams,1.85,87000.0,1991-04-09
Lifeimi_Mafi,1.83,90000.0,1982-08-15
Ligi_Sao,1.86,109000.0,1992-10-11
Ligtoring_Landman,1.96,114000.0,1986-07-24
Lima_Sopoaga,1.75,91000.0,1991-02-03
Lin_Colling,1.75,74000.0,1946-08-27
Lindsay_Clark,1.83,98000.0,1944-05-01
Lindsay_James_Townsend,1.76,78000.0,1934-03-03
Lindsay_Johnston,1.9,99000.0,1962-05-21
Lionel_Beauxis,1.8,86000.0,1985-10-24
Lionel_Cronjé,1.84,92000.0,1989-05-25
Lionel_Faure,1.8542,114305.27724,1977-11-26
Lionel_Gautherie,1.85,93000.0,1982-07-05
Lionel_Mapoe,1.82,87000.0,1988-07-13
Lionel_Mazars,1.83,90000.0,1984-06-26
Lionel_Nallet,1.97,117000.0,1976-09-14
Lisiate_Tafa,1.8034,95254.3977,1979-10-10
Lithabile_Mgwadleka,1.85,96000.0,1991-01-07
Lizo_Gqoboka,1.83,115000.0,1990-03-24
Lloyd_Ashley,1.95,114000.0,1991-02-02
Lloyd_Burns,1.83,107000.0,1984-12-09
Lloyd_Evans_(rugby_player),1.82,98000.0,1990-09-14
Lloyd_Fairbrother,1.75,120000.0,1991-11-13
Lloyd_White_(rugby_league),1.83,97000.0,1988-08-09
Lloyd_Williams_(rugby_union,_born_1989),1.83,87000.0,1989-11-30
Loann_Goujon,1.94,110000.0,1989-04-23
Logan_Basson,1.91,80000.0,1989-03-09
Logan_Edwards,1.82,85000.0,1968-11-18
Logan_Swann,1.93,104000.0,1975-02-10
Logovi'i_Mulipola,1.92,130000.0,1987-03-11
Lohan_Jacobs,1.76,88000.0,1991-04-23
Loki_Crichton,1.8,88000.0,1976-03-14
Lolagi_Visinia,1.94,99000.0,1993-01-17
Lolo_Fakaosilea,1.9,111000.0,1995-06-10
Lolo_Lui,1.85,82553.81134,1982-01-04
Lolo_Waka,1.8,86000.0,1986-12-23
Loni_Uhila,1.8,125000.0,1989-04-07
Lonnie_Spragg,1.78,73000.0,1879-10-02
Lood_de_Jager,2.06,120000.0,1992-12-17
Lopeti_Timani,1.93,116000.0,1990-09-28
