Name,Height,Weight,BirthDate
Sven_Paris,1.7,63000.0,1980-12-17
Svilen_Rusinov,1.9,91000.0,1964-02-29
Patricio_Calero,1.55,48000.0,1977-07-20
Patrick_Bogere,1.87,64000.0,1981-12-14
Patrick_López,1.74,64000.0,1978-03-17
Paul_Miller_(boxer),1.81,75000.0,1978-11-15
Pavel_Zhuravlev_(kickboxer),1.87,98400.0,1983-07-29
Pedro_Gamarro,1.78,67000.0,1955-01-08
Perry_Ubeda,1.78,76000.0,1971-09-12
Petar_Lesov,1.68,51000.0,1960-12-12
Petar_Majstorović,1.84,95000.0,1975-02-25
Peter_Baláž_(boxer),1.67,51000.0,1974-06-13
Peter_Crawley,1.8415,74617.2,1799-12-05
Peter_Wakefield_(boxer),1.63,47000.0,1977-09-06
Pacôme_Assi,1.87,95000.0,['1981-02-25', '1983-02-25']
Paea_Wolfgramm,1.85,140000.0,1969-12-01
Pamorn_Martdee,1.76,66000.0,1988-02-18
Pat_Barry_(kickboxer),1.8,104800.0,1979-07-07
Patrice_Quarteron,1.98,117028.8,1979-03-20
Phil_Nurse,1.7018,64864.8,['1963-03-04', '1963-04-03']
Philip_Waruinge,1.7,57000.0,1945-02-03
Pichai_Sayotha,1.72,60000.0,1979-12-24
Pietro_Aurino,1.8,81000.0,1976-11-16
Pinki_Rani,1.54,51000.0,1990-04-28
Pornchai_Thongburan,1.73,71000.0,1974-07-01
Priest_West,1.84,82000.0,1974-07-21
Primo_Zamparini,1.58,54000.0,1939-02-09
Pál_Bedák,1.56,52000.0,1985-09-08
Pál_Lakatos,1.62,48000.0,1968-06-07
Péter_Varga,1.86,104328.0,1974-01-24
Oh_Kwang-soo,1.67,48000.0,1965-10-30
Ole_Svendsen,1.73,67000.0,1952-04-27
Oleg_Saitov,1.78,69000.0,1974-05-26
Oleh_Kyryukhin,1.61,48000.0,1975-02-25
Oleksandr_Klyuchko,1.7,60000.0,1984-07-11
Oleksandr_Zubrihin,1.8,75000.0,1974-10-28
Oleksiy_Mazikin,1.96,115000.0,1975-02-16
Olexandr_Stretskyy,1.81,69000.0,1986-05-06
Olle_Tandberg,1.9,79000.0,1918-10-10
Olzhas_Orazaliyev,1.82,81000.0,1980-01-02
Ondřej_Hutník,1.88,95000.0,1983-02-19
Onur_Şipal,1.7,60000.0,1989-03-17
Orlando_Martínez,1.67,54000.0,1944-09-02
Osmay_Acosta,1.88,91000.0,1985-04-03
Otis_Grant,1.77,73000.0,1967-12-23
Yuri_Bessmertny,1.82,73000.0,1987-08-27
Yushan_Nijiati,1.88,91000.0,1986-07-01
Yusuf_Öztürk_(boxer),1.84,81000.0,1973-08-01
Yuta_Kubo,1.75,63000.0,1987-10-19
Yakup_Kılıç,1.77,57000.0,1986-07-13
Yakup_Şener,1.7,64000.0,1990-09-01
Yan_Bartelemí,1.72,48000.0,1980-03-05
Yang_Xiangzhong,1.65,48000.0,1974-09-29
Yasuhiro_Kido,1.86,70000.0,1982-12-25
Yaşar_Giritli,1.55,48000.0,1969-08-01
Yenebier_Guillén,1.7,75000.0,1986-12-08
Yerkebulan_Shynaliyev,1.78,81000.0,1987-10-07
Yermakhan_Ibraimov,1.8,71000.0,1972-01-01
Yetkin_Özkul,1.68,61200.0,1986-07-06
Yoann_Kongolo,1.77,77000.0,1987-11-09
Yohan_Lidon,1.8,75000.0,1983-03-28
Yosvani_Aguilera,1.63,54000.0,1975-01-06
Francisco_Rodríguez_(boxer,_born_1945),1.74,59875.2,1945-09-20
Franco_Valle,1.77,75000.0,1940-02-15
Frank_Giorgi,1.75,70000.0,1981-09-22
Fred_Evans_(boxer),1.9,69000.0,1991-02-04
Freddy_Kemayo,1.87,100000.0,1982-05-06
Furkan_Ulaş_Memiş,1.67,51000.0,1991-04-22
Fabio_Pinca,1.75,67000.0,1984-06-14
Faisal_Zakaria,1.93,105000.0,1973-11-08
Farid_Villaume,1.8,72000.0,1975-02-10
Farinaz_Lari,1.66,52000.0,1987-03-21
Fatih_Keleş,1.75,60000.0,1989-11-27
Ferhat_Pehlivan,1.68,49000.0,1988-08-20
Fernando_Atzori,1.58,51000.0,1942-06-01
Firpo_Segura,1.69,89000.0,1907-11-10
Fletcher_Kapito,1.73,69000.0,1959-10-19
France_Mabiletsa,1.85,80000.0,1962-11-25
Chaz_Mulkey,1.8542,69854.4,1981-02-04
Chidi_Njokuani,1.9,77100.0,1988-12-31
Chike_Lindsay,1.8,70000.0,1983-11-17
Cho_Deok-jin,1.78,75000.0,1983-02-20
Chris_Garner_(kickboxing),1.8,69800.0,1985-10-31
Christophe_Mendy,1.9,91000.0,1971-08-04
Christopher_Camat,1.75,75000.0,1979-09-07
Christopher_Downs,1.8288,80740.8,1974-11-05
Claressa_Shields,1.778,74844.0,1995-03-17
Claudio_Istrate,1.86,96000.0,['1995-08-08', '1995-08-20']
Claudio_Rîșco,1.96,81000.0,1978-08-22
Cletus_Seldin,1.7018,63504.0,1986-09-11
Clifton_Brown,1.85,82550.0,1976-08-29
Clyde_Brunswijk,1.9,81000.0,1993-01-28
Con_O'Kelly,1.905,99792.0,1886-10-29
Constantin_Țuțu,1.8,84000.0,1987-02-09
Corneliu_Rus,1.89,100000.0,1980-05-25
Cosmo_Alexandre,1.85,75000.0,1982-04-24
Cristian_Milea,1.78,70000.0,['1988-01-10', '1988-10-01']
Cristian_Spetcu,1.69,63500.0,1989-10-06
Csaba_Kuzma,1.82,81000.0,1954-11-20
Curtis_Bush,1.83,69000.0,['1962-05-26', '1962-06-27']
Curtis_Schuster,1.82,104000.0,1968-12-09
Caley_Reece,1.68,56700.0,1979-11-23
Carlos_Banteux,1.74,69000.0,1986-10-13
Carlos_Barreto,1.73,54000.0,1976-07-25
Carlos_Tamara,1.65,48000.0,1983-03-15
Carter_Williams,1.85,113000.0,1980-03-30
Ceferino_Labarda,1.64,54000.0,1981-04-06
Charles_Brown_(boxer),1.68,72000.0,1939-02-28
Charles_François_(kickboxer),1.79,65000.0,1986-10-04
Umar_Semata,1.7,69000.0,1987-05-20
Utkirbek_Haydarov,1.86,72000.0,1974-01-25
Łukasz_Jarosz,1.82,100000.0,1979-01-12
Jerson_Ravelo,1.8796,119000.0,1977-07-30
Jerzy_Adamski,1.71,58000.0,1937-03-14
Jerzy_Kulej,1.67,66000.0,1940-10-19
Jesper_Garnell,1.75,60000.0,1958-04-22
Jesse_Hart,1.8796,76204.8,1989-06-26
Jesse_Ross,1.88,76000.0,1990-02-09
Jesus_Martinez_(fighter),1.778,84369.6,1983-12-26
Jesús_Guevara,1.76,95000.0,1969-12-15
Jesús_Martínez_(boxer),1.63,48000.0,1976-01-19
Jeyhun_Abiyev,1.63,48000.0,1974-10-24
Jim_Colombo,1.88,93000.0,1968-11-01
Jo_Seok-hwan,1.7,54000.0,1979-10-15
Joachim_Alcine,1.8034,72576.0,1976-03-26
Jochen_Bachfeld,1.72,54000.0,1952-10-17
Joe_Schilling,1.91,84000.0,1984-01-13
Johan_Linde,1.99,107000.0,1983-06-27
Johann_Fauveau,1.78,70000.0,1984-03-15
Johanna_Peña_Álvarez,1.6256,112000.0,1983-01-06
John_Dovi,1.81,81000.0,1973-01-02
James_Phillips_(kickboxer),1.9,86000.0,1980-06-11
James_Wallington,1.8,63000.0,1944-07-28
Jamie_Pittman,1.86,75000.0,1981-07-18
Jan_Lomulder,1.8288,86002.56,1967-05-08
Jaroslavas_Jakšto,1.94,101000.0,1980-08-07
Jarrell_Miller,1.9304,123379.2,1988-07-15
Jason_Wilnis,1.85,85000.0,['1990-12-10', '1991-04-10']
Javier_Hernández_(kickboxer),1.65,61000.0,1989-11-02
Jayson_Vemoa,1.8,80000.0,1971-10-14
Jean-Claude_Leuyer,1.905,102513.6,1970-11-30
Jean-François_Bergeron_(boxer),1.95,100000.0,1973-06-26
Jean-Louis_Mandengue,1.86,81000.0,1971-09-15
Jean-Paul_Mendy,1.82,75000.0,1973-12-14
Jeff_Horn,1.75,66680.0,1988-02-04
Jeremy_Williams_(boxer),1.8542,92988.0,1972-08-19
Jerrel_Venetiaan,1.86,89000.0,1971-03-09
Jerry_Armstrong,1.61,54000.0,1936-06-26
Jerry_Belmontes,1.7526,57153.6,1988-12-04
John_Mahan,1.8288,95709.6,['1842-01-26', '1851-01-26']
Jordan_Lutalo_Evora,1.88,94700.0,1979-06-03
Jordan_Tai,1.8,70000.0,1982-03-21
Jordan_Watson,1.78,70000.0,1987-12-04
Jorge_Gutiérrez_(boxer),1.8,71000.0,1975-09-18
Jorge_Hernández_(boxer),1.7,47000.0,1954-11-17
Joseph_Cordina,1.75,61000.0,1991-12-01
Joseph_Jermia,1.65,48000.0,1981-09-18
Joseph_Joyce,1.98,93000.0,1985-09-19
Joseph_Kwadjo,1.8,74600.0,1985-06-06
Joseph_Marwa,1.78,67000.0,1964-07-15
Joseph_Valtellini,1.8,77100.0,1985-05-03
Josué_Blocus,1.87,103000.0,1969-11-20
José_Aguilar_(boxer),1.73,64000.0,1958-11-24
José_Pérez_Reyes,1.65,48000.0,1975-06-19
José_Reis_(kickboxer),1.82,75000.0,['1977-06-30', '1977-08-26']
Juan_Carlos_Lemus,1.82,71000.0,1965-05-06
Juan_Fabila_Mendoza,1.63,54000.0,1944-06-05
Juan_McPherson,1.85,69000.0,1984-06-26
Juan_Montiel,1.76,73000.0,1965-11-12
Julie_Kitchen,1.8,59000.0,1977-04-19
Julius_Indongo,1.79,65000.0,1983-02-12
Justin_Kane,1.65,54000.0,1981-12-21
Jyri_Kjäll,1.8,67000.0,1969-01-13
János_Váradi,1.64,51000.0,1961-02-28
Jürgen_Fanghänel,1.87,90000.0,1951-08-01
J'Leon_Love,1.78,76204.8,['1987-09-25', '1987-10-25']
Jackson_Chanet,1.73,91000.0,1978-02-07
Jackson_Woods,1.7,52000.0,1993-02-01
Jahon_Qurbonov,1.86,81000.0,1986-02-12
Jai_Opetaia,1.88,91000.0,1995-06-30
Robert_Alfonso,1.93,102000.0,1986-11-11
Robert_Carmody,1.58,51000.0,1938-09-04
Roberto_Balado,1.83,100000.0,1969-02-15
Roberto_Cammarelle,1.9,103000.0,1980-07-30
Roberto_Cocco,1.81,78000.0,1977-05-16
Rocky_Fielding,1.87,76204.8,1987-08-05
Rocky_Gattellari,1.6,51000.0,1941-09-06
Rogelio_Marcelo,1.5,48000.0,1965-06-11
Rola_El-Halabi,1.68,61236.0,1985-03-17
Roland_Raforme,1.92,81000.0,1966-11-03
Rolandas_Jasevičius,1.73,69000.0,1982-07-31
Roman_Mailov,1.75,70000.0,1991-12-03
Romeo_Brin,1.7,64000.0,1973-03-10
Romie_Adanza,1.63,52100.0,1979-08-01
Ronald_Gavril,1.8796,76204.8,1986-07-10
Rovshan_Huseynov,1.67,60000.0,1975-12-17
Éric_Lucas,1.8288,76204.8,1971-05-29
Ruslan_Khairov,1.75,69000.0,1976-01-07
Ruslan_Myrsatayev,1.85,97000.0,1985-05-07
Rustam_Saidov,1.88,96000.0,1978-02-06
Rustemi_Kreshnik,1.87,108000.0,1984-04-29
Ryan_Langham,1.82,57000.0,1981-11-15
Ryuji_Hara,1.5621,47628.0,1990-07-10
Róbert_Isaszegi,1.64,48000.0,1965-05-02
Răzvan_Benche,1.9,105000.0,1981-09-23
Ramadan_Yasser,1.85,75000.0,1980-07-19
Ramaz_Paliani,1.72,57000.0,1973-08-21
Ramiro_Reducindo,1.9,81000.0,1979-02-10
Ramy_Zialor,1.6,64000.0,1960-07-06
Ramón_Duvalón,1.67,51000.0,1954-08-31
Randy_Blake,1.91,95100.0,1986-11-25
Raphael_Butler,1.905,117936.0,1984-01-04
Raphaël_Llodra,1.85,72500.0,1992-07-29
Rashi_Ali_Hadj_Matumla,1.65,63000.0,1968-06-26
Rayen_Simson,1.81,76000.0,1972-05-22
Raynell_Williams,1.7,57000.0,1989-02-04
Raúl_Castañeda,1.56,48000.0,1982-09-20
Redouane_Bouchtouk,1.65,48000.0,1976-12-19
Reece_McFadden,1.55,52000.0,1995-06-01
Remigijus_Morkevičius,1.6764000000000001,64864.8,1982-08-10
René_Monse,1.9,94000.0,1968-09-28
Ricardo_Delgado_(boxer),1.61,51000.0,1947-07-13
Richard_Igbineghu,1.93,91000.0,1968-04-21
Richard_Murunga,1.78,67000.0,1952-12-22
Richard_Nowakowski,1.74,57000.0,1955-09-27
Rick_Cheek,1.93,113000.0,1977-10-04
Rickard_Nordstrand,1.82,82000.0,1976-03-14
Rico_Verhoeven,1.96,114000.0,1989-04-10
Rafael_Carbonell,1.6,48000.0,1943-11-25
Rafael_Lozano,1.5,48000.0,1970-01-24
Rafael_Ramos_(boxer),1.55,48000.0,1965-01-01
Raimkul_Malakhbekov,1.68,54000.0,1974-08-16
Magomed_Aripgadjiev,1.85,81000.0,1977-09-23
Magomedrasul_Majidov,1.9,110000.0,1986-09-27
Mahammatkodir_Abdullaev,1.69,63000.0,1973-11-15
Maikro_Romero,1.65,48000.0,1972-12-09
Maimaitituersun_Qiong,1.7,64000.0,1988-01-13
Makoto_Uehara,1.82,90300.0,['1982-04-03', '1984-11-14']
Maksym_Tretyak,1.71,57000.0,1984-11-05
Mandeep_Jangra,1.75,69000.0,1993-05-19
Mandy_Bujold,1.6,51000.0,1987-07-25
Mansueto_Velasco,1.57,48000.0,1974-01-10
Manuel_Mantilla,1.65,51000.0,1973-09-25
Manuel_Vilchez,1.73,54000.0,1961-10-21
Manus_Boonjumnong,1.73,64000.0,1980-06-23
Marc_de_Bonte,1.88,75800.0,1990-02-27
Marcela_Acuña,1.524,54432.0,1976-10-16
Marcio_Navarro,1.8288,70308.0,1978-09-17
Marco_Piqué,1.83,72500.0,1980-01-09
Marcus_Oliveira,1.85,78926.4,1979-03-18
Marek_Piotrowski,1.87,85000.0,1964-08-14
Mareks_Lavrinovics,1.8,79200.0,1984-07-22
Maurice_Smith_(kickboxer),1.86,93440.0,1961-12-13
Max_Baumert,1.82,70000.0,1992-07-16
Mebarek_Soltani,1.72,51000.0,1982-04-10
Mehdi_Assous,1.52,51000.0,1977-09-25
Mehdi_Mirdavoudi,2.0,145000.0,1977-09-11
Mehrullah_Lassi,1.62,54000.0,1979-11-24
Mekhak_Ghazaryan,1.65,57000.0,1966-12-13
Michael_Macaque,1.78,103000.0,1974-08-15
Michael_Madsen_(boxer),1.79,81000.0,1958-03-26
Michael_McDonald_(kickboxer),1.8034,95709.6,1965-02-06
Michael_Medor,1.7,60000.0,1982-05-23
Michael_Pillay,1.77,67000.0,1955-11-10
Michael_Thompson_(karateka),1.81,88100.0,1962-06-23
Michał_Głogowski,1.81,70000.0,1984-05-25
Michel_López_Núñez,1.89,91000.0,1976-11-05
Mickaël_Piscitello,1.82,70000.0,1983-12-17
Mihai_Barbu,1.79,79000.0,['1986-08-17', '1986-09-17']
Marijo_Šivolija,1.87,81000.0,1981-06-29
Marios_Kaperonis,1.73,60000.0,1983-02-17
Mark_Miller_(kickboxer),1.905,104328.0,1975-09-17
Mark_Simmons_(boxer),1.91,91000.0,1974-05-23
Marlen_Esparza,1.6002,50803.2,1989-07-29
Martin_Holm,1.87,103000.0,1976-11-27
Marvin_Eastman,1.75,94100.0,['1969-06-28', '1971-06-08']
Mary_Kom,1.58,51000.0,['1982-11-24', '1983-03-01']
Masaaki_Noiri,1.75,63000.0,1993-05-11
Masahiro_Yamamoto_(kickboxer),1.65,63000.0,['1983-04-14', '1983-05-14']
Masato_(kickboxer),1.74,70000.0,1979-03-10
Mike_Reed_(boxer),1.6764000000000001,63504.0,1993-01-12
Mike_Zambidis,1.67,70000.0,1980-07-15
Mikhail_Yurchenko,1.95,107000.0,1970-06-20
Mirat_Sarsembayev,1.64,51000.0,1986-07-13
Mirdi_Limani,1.75,67000.0,1975-07-08
Mirel_Iacob,1.74,81000.0,['1964-09-07', '1985-09-24']
Mirzhan_Rakhimzhanov,1.64,51000.0,1983-04-11
Mladen_Brestovac,1.98,116900.0,1983-10-27
Mohamed_Allalou,1.74,63000.0,1973-09-28
Mohamed_Bahari,1.8,75000.0,1975-10-21
Mohamed_Hikal,1.75,71000.0,1979-01-10
Mohamed_Marmouri,1.7,71000.0,1967-09-18
Moon_Sung-kil,1.66,54000.0,1963-07-20
Moussa_Konaté_(kickboxer),1.73,70000.0,1978-05-16
Mujandjae_Kasuto,1.78,75000.0,1985-11-25
Mukhtarkhan_Dildabekov,1.9,97000.0,1976-03-19
Musashi_(kickboxer),1.85,103000.0,1972-10-17
Mónica_Núñez,1.7272,74000.0,1984-03-20
Dany_Bill,1.75,75000.0,1973-04-28
Danyo_Ilunga,1.89,94900.0,1987-01-31
Darwin_Angeles,1.64,48000.0,1968-10-22
David_Dancrade,1.87,96000.0,1976-01-01
David_Light_(boxer),1.87,91000.0,1991-11-13
David_Nyika,1.93,88000.0,1995-08-07
Dawid_Kasperski,1.87,85000.0,1990-07-07
Derek_Panza,1.8288,99792.0,1971-02-16
Detelin_Dalakliev,1.71,60000.0,1983-02-19
Detlef_Kästner,1.74,71000.0,1958-03-20
Dewey_Cooper,1.83,96600.0,1974-11-10
Dmitry_Shakuta,1.87,81000.0,1980-08-07
Dmitry_Vybornov,1.88,81000.0,1970-02-23
Don_Wilson_(kickboxer),1.8288,80740.8,1954-09-10
Doug_Viney,1.87,100000.0,1976-11-20
Douglas_Rodríguez_(boxer),1.6,51000.0,1950-06-03
Dusty_Hernández-Harrison,1.8288,66679.2,1994-05-21
Dzianis_Hancharonak,1.93,91000.0,1988-06-21
Dănuț_Hurduc,1.85,97000.0,1990-07-24
D'Angelo_Marshall,1.94,103000.0,1990-09-20
Damien_Hooper,1.8,80000.0,1992-02-05
Daniel_Beahan,1.88,93000.0,1984-04-05
Daniel_Mendoza,1.524,72576.0,1764-07-05
Daniel_Petrov,1.68,48000.0,1971-09-08
Daniel_Sam,1.97,124300.0,1981-08-13
Amir_Zeyada,1.82,85000.0,1984-02-15
Anderson_Silva_(kickboxer),1.91,112000.0,1986-08-29
Andranik_Hakobyan,1.85,76000.0,1981-10-06
Andreas_Zülow,1.75,61000.0,1965-10-23
Andrei_Kotsur,1.77,67000.0,1982-09-11
Andrei_Kulebin,1.74,67000.0,1984-05-14
Andrei_Ostrovanu,1.86,71000.0,1992-11-23
Andrei_Stoica,1.88,94200.0,1987-05-01
Andrew_Kooner,1.65,54000.0,1979-03-11
Andrew_Peck,1.91,112000.0,1973-07-03
Andrew_Thomson_(kickboxer),1.98,110000.0,1974-04-07
Andriy_Fedchuk,1.84,81000.0,1980-01-12
Andrzej_Liczik,1.69,54000.0,1977-03-04
Andrzej_Rżany,1.64,51000.0,1973-04-15
Andrés_Aldama,1.83,63000.0,1956-04-09
Andy_Ristie,1.82,70000.0,1982-03-17
Angel_Espinosa,1.8,75000.0,1966-10-02
Angus_Shelford,1.8,100000.0,1976-10-02
Anicet_Rasoanaivo,1.6,48000.0,1969-12-27
Anna_Bogomazova,1.8542,70308.0,1990-04-07
Anoushiravan_Nourian,1.65,63000.0,1972-01-25
Anthony_Villanueva,1.65,57000.0,1945-03-18
Anton_Raadik,1.75,76204.8,1917-01-15
Albert_Guardado,1.67,48000.0,1973-07-11
Albert_Pakeyev,1.65,51000.0,1968-07-04
Albert_Selimov,1.7,60000.0,1986-04-05
Alberto_Mercado,1.66,51000.0,1961-01-02
Aleksandar_Khristov,1.7,54000.0,1964-07-28
Aleksandr_Lebziak,1.88,81000.0,1969-04-15
Alessandro_Campagna_(kickboxer),1.85,70000.0,1991-10-10
Alessandro_Riguccini,1.69,59000.0,1988-03-25
Alessio_Sakara,1.8288,84369.6,1981-09-02
Alessio_di_Savino,1.7,57000.0,1984-05-22
Alex_Pereira_(kickboxer),1.94,85000.0,['1986-07-07', '1987-07-07']
Alexander_Espinoza,1.64,54000.0,1980-12-22
Alexei_Lezin,1.98,106000.0,1973-02-27
Alexis_Rubalcaba,2.04,95000.0,1972-08-09
Alexis_Rufus,1.62,56700.0,1979-04-28
Alfonso_Pinto,1.61,48000.0,1978-10-04
Alfred_Tetteh,1.6,55500.0,1975-08-01
